"Sample",""
"Sandbox Mode",""
"Second Day Service","Second Day Service"
"Secure Gateway URL",""
"Sender","Afzender"
"Service type does not match",""
"Ship to Applicable Countries","Verzenden naar landen die van toepassing zijn"
"Ship to Specific Countries","Verzenden naar bepaalde landen"
"Shipment Contains Hazardous Materials","Zending bevat gevaarlijke goederen"
"Shipment Dutiable","Zending moet langs douane"
"Shipment Duty Payment Type","Zending moet langs douane"
"Shipment Type","Verzendtype"
"Shipment is not available.","Zending is niet beschikbaar"
"Shipment picked up","Zending opgehaald"
"Shipper Number","Nummer verzender"
"Shipping Key","Shipping key"
"Shipping Key (International)","Shipping key (International)"
"Show Method if Not Applicable","Laat verzendmethode zien indien niet van toepassing"
"Signature Required",""
"Size","Formaat"
"Small Express Box",""
"Smart Post",""
"Sort Order","Sorteervolgorde"
"Standard Overnight","Standaard 's nachts"
"Station","Status"
"Subtotal","Subtotaal"
"Subtotal With Discount","Subtotaal met korting"
"The response is in wrong format.","De reactie kan niet verwerkt worden"
"There is no available method for selected shipping address.","Er is geen beschikbare methode voor het geselecteerde verzendadres."
"Third Party","Derde partij"
"Title","Titel"
"To Lower","To lower"
"To Upper","To upper"
"Tracking XML URL","XML traceer URL"
"UPS","UPS"
"UPS Expedited","UPS Expedited"
"UPS Express","UPS Express"
"UPS Express Box","UPS Express Box"
"UPS Express Early A.M.","UPS Express Early A.M."
"UPS Express Plus","UPS Express Plus"
"UPS Ground","UPS Ground"
"UPS Letter Envelope","UPS Letter Envelope"
"UPS Next Day Air","UPS Next Day Air"
"UPS Next Day Air Early A.M.","UPS Next Day Air Early A.M."
"UPS Next Day Air Saver","UPS Next Day Air Saver"
"UPS Saver","UPS Saver"
"UPS Second Day Air","UPS Second Day Air"
"UPS Second Day Air A.M.","UPS Second Day Air A.M."
"UPS Standard","UPS Standard"
"UPS Three-Day Select","UPS Three-Day Select"
"UPS Today Dedicated Courrier","UPS Today Dedicated Courrier"
"UPS Today Express","UPS Today Express"
"UPS Today Express Saver","UPS Today Express Saver"
"UPS Today Intercity","UPS Today Intercity"
"UPS Today Standard","UPS Today Standard"
"UPS Tube","UPS Tube"
"UPS Type","UPS type"
"UPS Worldwide 10 kilo","UPS Worldwide 10 kilo"
"UPS Worldwide 25 kilo","UPS Worldwide 25 kilo"
"UPS Worldwide Expedited","UPS Worldwide Expedited"
"UPS Worldwide Express","UPS Worldwide Express"
"UPS Worldwide Express Plus","UPS Worldwide Express Plus"
"UPS Worldwide Express PlusSM","UPS Worldwide Express PlusSM"
"UPS Worldwide Saver",""
"USPS","USPS"
"Unable to retrieve tracking","Kan tracking niet ophalen"
"United Parcel Service","United Parcel Service"
"United Parcel Service XML","United Parcel Service XML"
"Unknown error","Onbekende fout"
"Used only when ""Additional Protection Value"" is set to ""Configuration"". Can contain only numeric amount.","Wordt alleen gebruikt indien ""Additional Protection Value"" is ingesteld op ""Configuratie"". Kan alleen een numeriek aantal bevatten."
"User ID","Gebruiker-ID"
"UserId","GebruikersId"
"Variable","Variabel"
"Weight Unit","Gewichtseenheid"
"Width",""
"Worldwide Expedited","Worldwide Expedited"
"Worldwide Express","Worldwide Express"
"Worldwide Express Letter","Worldwide Express Letter"
"Worldwide Express Plus","Worldwide Express Plus"
"Worldwide Express Plus Letter","Worldwide Express Plus Letter"
"Worldwide Express Saver","Worldwide Express Saver"
"Yes","Ja"
"Your Packaging","Uw verpakking"
"All Services","Alle diensten"
"Enabled","Ingeschakeld"
"Invalid DHL XML code for type %s: %s.","Ongeldigde DHL XML code voor type %s: %s"
"Invalid DHL XML code type: %s.","Ongeldige DHL XML code type: %s"
"Invalid FedEx XML code for type %s: %s","Ongeldige FedEx XML code voor type %s: %s"
"Invalid FedEx XML code type: %s","Ongeldige FedEx XML code voor type: %s"
"Invalid UPS CGI code for type %s: %s","Ongeldige UPS CGI code voor type %s: %s"
"Invalid UPS CGI code type: %s","Ongeldige UPS CGI code voor type: %s"
"Oversize","Extra groot"
"Please enter the package weight","Vul het pakketgewicht in a.u.b."
